2011/5/1, 316, 224.09209151993542, 91.90790848006458
2011/5/8, 1288, 906.5975473440772, 381.40245265592284
2011/5/15, 102, 175.59476671490881, -73.59476671490881
2011/5/22, 6, 25.703113034651075, -19.703113034651075
2011/5/29, 1646, 3534.646381663964, -1888.646381663964
2011/6/5, 136, 83.34158242943631, 52.658417570563685
2011/6/12, 7, 23.099857384451536, -16.099857384451536
2011/6/19, 3171, 3403.13792787603, -232.13792787603006
2011/6/26, 3, 10.56188131338237, -7.56188131338237
2011/7/3, 108638, 70343.16094670992, 38294.83905329008
2011/7/10, 16, 5.983089156407714, 10.016910843592285
2011/7/17, 4932, 10242.491301600292, -5310.491301600292
2011/7/24, 60, 237.6651454594167, -177.6651454594167
2011/7/31, 1499, 2139.4429623034025, -640.4429623034025
2011/8/7, 8594, 14063.229240836166, -5469.229240836166
2011/8/14, 840, 1088.0697168259187, -248.0697168259187
2011/8/21, 922, 1927.9184000644727, -1005.9184000644727
2011/8/28, 3400, 3425.5842697738663, -25.584269773866254
2011/9/4, 0, 2.2975212818632316, -2.2975212818632316
2011/9/11, 2920, 1599.8598602718685, 1320.1401397281315
2011/9/18, 65, 146.8820289468341, -81.88202894683411
2011/9/25, 2727, 1637.8152343453596, 1089.1847656546404
2011/10/2, 5267, 4588.914865067793, 678.0851349322074
2011/10/9, 12336, 6305.620083185266, 6030.379916814734
2011/10/10, 1766, 3110.9328867596173, -1344.9328867596173
2011/10/16, 728, 372.2302226514136, 355.7697773485864
2011/10/23, 26, 32.25088870962849, -6.250888709628491
2011/10/30, 5, 3.7402195867833625, 1.2597804132166375
2011/11/6, 53509, 34159.29527906502, 19349.704720934977
2011/11/13, 3883, 6842.202877651456, -2959.202877651456
2011/11/20, 331, 365.27045327385133, -34.27045327385133
2011/11/27, 202, 343.8730443940613, -141.8730443940613
2011/12/4, 17, 59.785713578107014, -42.785713578107014
2011/12/11, 345, 597.9627425082554, -252.96274250825536
2011/12/18, 85, 280.9169946081156, -195.9169946081156
2011/12/25, 991, 1608.9473882228567, -617.9473882228567
2012/1/5, 23, 43.58137521568936, -20.581375215689363
2012/1/8, 541, 725.3245006657962, -184.32450066579622
2012/1/15, 49839, 33722.50604750934, 16116.493952490659
2012/1/22, 20, 34.35621856141667, -14.356218561416668
2012/1/29, 35, 90.06975642657714, -55.06975642657714
2012/2/5, 3174, 3978.6832356288296, -804.6832356288296
2012/2/12, 413, 522.0784011825441, -109.0784011825441
2012/2/19, 218, 451.974241810402, -233.97424181040202
2012/2/26, 408, 399.62357924621904, 8.376420753780963
2012/3/4, 54, 98.83886085675744, -44.838860856757435
2012/3/11, 30, 88.54628137820382, -58.546281378203815
2012/3/18, 4, 19.37070710443743, -15.370707104437429
2012/3/25, 61, 60.277306877756175, 0.7226931222438253
2012/4/1, 12, 37.24264605209175, -25.24264605209175
2012/4/8, 330, 351.33841895057225, -21.338418950572247
2012/4/15, 70, 71.47594394771903, -1.4759439477190313
2012/4/22, 5537, 5777.601428176143, -240.6014281761427
2012/4/29, 32, 92.29212330874564, -60.292123308745644
2012/5/6, 118, 107.44107270768016, 10.558927292319837
2012/5/13, 486, 622.1598449058565, -136.15984490585652
2012/5/20, 128, 113.40027999494758, 14.599720005052419
2012/5/27, 930, 1417.932930198521, -487.93293019852103
2012/6/3, 42312, 26966.55589323706, 15345.444106762941
2012/6/10, 1605, 2749.0350385370675, -1144.0350385370675
2012/6/17, 7187, 6381.308897819965, 805.6911021800352
2012/6/24, 633, 978.5230354956034, -345.5230354956034
2012/7/1, 225, 260.17439714670326, -35.17439714670326
2012/7/8, 7, 17.209898533811874, -10.209898533811874
2012/7/15, 1091, 1264.5175026936154, -173.51750269361537
2012/7/22, 717, 811.6504077239902, -94.65040772399016
2012/7/29, 16601, 15242.384535119085, 1358.6154648809152
2012/8/5, 1588, 1003.9431014378935, 584.0568985621065
2012/8/12, 9420, 10602.44259056667, -1182.4425905666703
2012/8/19, 5, 7.724430074649069, -2.724430074649069
2012/8/26, 17, 14.53096629187409, 2.4690337081259095
2012/9/2, 139, 119.55650691077746, 19.443493089222542
2012/9/9, 52, 36.07473122845269, 15.925268771547309
2012/9/16, 1924, 1610.0287482121494, 313.97125178785063
2012/9/17, 8556, 6898.929524558746, 1657.0704754412536
2012/9/23, 1725, 929.1780343955585, 795.8219656044415
2012/10/7, 2618, 4327.053448561307, -1709.053448561307
2012/10/8, 73, 79.32765259821522, -6.327652598215224
2012/10/14, 4988, 4721.400105437626, 266.5998945623742
2012/10/21, 87953, 69433.99283853223, 18519.007161467773
2012/10/28, 126, 179.4293507433279, -53.42935074332789
2012/11/4, 107, 282.62141591849934, -175.62141591849934
2012/11/11, 3292, 3512.874587308575, -220.87458730857497
2012/11/18, 234, 362.587353346748, -128.587353346748
2012/11/25, 2, -4.034379245784041, 6.034379245784041
2012/12/2, 299, 319.77614253712096, -20.77614253712096
2012/12/16, 11, 9.600141182852635, 1.399858817147365
2012/12/23, 162, 571.7942772712772, -409.7942772712772
2012/12/24, 18, 32.755433587356634, -14.755433587356634
2013/1/5, 1931, 1247.0630914605706, 683.9369085394294
2013/1/6, 80, 164.72259884478575, -84.72259884478575
2013/1/13, 1410, 1236.4221723754922, 173.5778276245078
2013/1/27, 1937, 1281.629061141757, 655.3709388582431
2013/2/3, 3196, 2043.5915078630244, 1152.4084921369756
2013/2/10, 509, 758.929223662277, -249.92922366227697
2013/2/17, 1085, 951.3426853167666, 133.65731468323338
2013/2/24, 1747, 4998.328566751216, -3251.3285667512164
